"account_id","post_id","Category","Page","Post.URL","Date.Published","Post.Type","Rating","Debate","share_count","reaction_count","comment_count"
219367258105115,1290968064278357,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1290968064278357","2016-09-27","video","no factual content","yes",2277,3188,1660
389658314427637,1535631736496950,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1535631736496950","2016-09-22","link","mostly true","",41,215,18
389658314427637,1541185715941552,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1541185715941552","2016-09-27","link","mixture of true and false","",457,523,51
146422995398181,1447486135291854,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1447486135291854","2016-09-19","link","mixture of true and false","",1400,2728,707
62317591679,10153850663401680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153850663401680","2016-09-22","link","mostly true","",30,264,133
346937065399354,1252873851472333,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1252873851472333","2016-09-26","video","no factual content","",NA,2476,99
135665053303678,553000128236833,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/553000128236833","2016-09-23","link","mostly true","",20,73,9
62317591679,10153847626546680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153847626546680","2016-09-21","link","mostly true","",8,80,48
219367258105115,1282910285084135,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1282910285084135","2016-09-20","link","mostly true","",99,888,402
62317591679,10153850040286680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153850040286680","2016-09-22","link","mostly true","",21,171,29
62317591679,10153862032416680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153862032416680","2016-09-27","link","mostly true","yes",965,10414,551
389658314427637,1541285255931598,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1541285255931598","2016-09-27","link","mixture of true and false","",16,56,5
62317591679,10153844010846680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153844010846680","2016-09-20","link","mostly true","",80,721,90
389658314427637,1536049633121827,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1536049633121827","2016-09-22","link","mostly true","",155,255,65
389658314427637,1541392409254216,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1541392409254216","2016-09-27","link","mostly true","yes",339,831,49
62317591679,10153862895056680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153862895056680","2016-09-27","link","mostly true","yes",48,978,139
62317591679,10153850803756680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153850803756680","2016-09-23","link","mostly true","",43,431,364
219367258105115,1282869868421510,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1282869868421510","2016-09-20","link","mostly true","",4,58,45
146422995398181,1451804061526728,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1451804061526728","2016-09-23","link","mostly true","",266,766,158
135665053303678,551763711693808,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/551763711693808","2016-09-19","link","mostly false","",75,140,11
62317591679,10153843969726680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153843969726680","2016-09-20","video","mostly true","",154,1123,198
62317591679,10153848618131680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153848618131680","2016-09-22","link","mostly true","",2795,4539,851
62317591679,10153844805786680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153844805786680","2016-09-20","link","mostly true","",4,24,16
114517875225866,1463890730288567,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1463890730288567","2016-09-20","photo","mostly false","",11571,8568,930
346937065399354,1253317551427963,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1253317551427963","2016-09-27","photo","mostly true","yes",10303,26964,549
184096565021911,1036336249797934,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1036336249797934","2016-09-20","link","mostly true","",NA,13,4
219367258105115,1282097745165389,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1282097745165389","2016-09-19","link","mostly true","",17,124,40
62317591679,10153845233691680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153845233691680","2016-09-20","link","mostly true","",219,919,404
62317591679,10153861443696680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153861443696680","2016-09-26","video","mostly true","yes",509,2292,202
346937065399354,1252862001473518,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1252862001473518","2016-09-26","photo","no factual content","",9912,47616,1622
114517875225866,1470795232931450,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1470795232931450","2016-09-26","video","no factual content","",4,3688,190
62317591679,10153861814501680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153861814501680","2016-09-27","link","mostly true","yes",13,195,69
389658314427637,1536202833106507,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1536202833106507","2016-09-22","link","mixture of true and false","",365,502,109
440106476051475,1252426128152835,"right","Freedom Daily","https://www.facebook.com/FreedomDailyNews/posts/1252426128152835","2016-09-26","link","mostly false","",1665,2311,108
62317591679,10153847064376680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153847064376680","2016-09-21","link","mostly true","",110,1172,782
62317591679,10153861397561680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153861397561680","2016-09-26","video","mostly true","yes",14,111,68
146422995398181,1446671962039938,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1446671962039938","2016-09-19","link","mostly true","",1190,5112,293
389658314427637,1537400259653431,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1537400259653431","2016-09-26","link","mostly true","",56,289,21
219367258105115,1285756448132852,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285756448132852","2016-09-22","link","mostly true","",24,238,88
389658314427637,1536034386456685,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1536034386456685","2016-09-22","link","mostly true","",8,50,5
219367258105115,1285188088189688,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285188088189688","2016-09-22","link","mostly true","",39,143,103
219367258105115,1291498714225292,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1291498714225292","2016-09-27","link","mostly true","",9,81,40
219367258105115,1283714945003669,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1283714945003669","2016-09-20","link","mostly true","",10,44,30
135665053303678,553590751511104,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/553590751511104","2016-09-26","photo","no factual content","",547,1045,11
219367258105115,1290052217703275,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1290052217703275","2016-09-26","video","mostly true","",NA,51,72
135665053303678,553184751551704,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/553184751551704","2016-09-23","link","mostly true","",194,756,227
62317591679,10153847125901680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153847125901680","2016-09-21","link","mostly true","",25,270,82
219367258105115,1286491048059392,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286491048059392","2016-09-23","link","mostly true","",23,60,50
62317591679,10153851263791680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153851263791680","2016-09-23","link","mostly true","",3,35,10
219367258105115,1285415944833569,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285415944833569","2016-09-22","link","mostly true","",99,413,194
346937065399354,1253020621457656,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1253020621457656","2016-09-26","video","mostly true","yes",2307,9266,571
389658314427637,1541150429278414,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1541150429278414","2016-09-27","link","mostly true","",45,518,22
146422995398181,1451263971580737,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1451263971580737","2016-09-23","link","mostly true","",115,721,195
62317591679,10153845750276680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153845750276680","2016-09-21","link","mostly true","",11,68,20
62317591679,10153846788566680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153846788566680","2016-09-21","link","mostly true","",23,142,51
146422995398181,1456984601008674,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1456984601008674","2016-09-27","link","mostly true","yes",291,1909,509
62317591679,10153847163006680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153847163006680","2016-09-21","link","mostly true","",10,125,34
219367258105115,1284738988234598,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284738988234598","2016-09-21","link","mostly true","",8,51,36
346937065399354,1245838695509182,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1245838695509182","2016-09-19","video","mostly true","",NA,30011,13510
135665053303678,552600451610134,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/552600451610134","2016-09-22","link","mostly true","",70,425,17
135665053303678,553000744903438,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/553000744903438","2016-09-23","link","mostly true","",42,83,55
62317591679,10153851994871680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153851994871680","2016-09-23","link","mostly true","",43,271,159
184096565021911,1036370659794493,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1036370659794493","2016-09-20","video","mostly true","",104,627,206
219367258105115,1284409618267535,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284409618267535","2016-09-21","link","mostly true","",53,211,191
62317591679,10153860289606680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153860289606680","2016-09-26","link","mostly true","",14,177,112
114517875225866,1472393822771591,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1472393822771591","2016-09-27","photo","no factual content","",21563,33388,391
114517875225866,1471149526229354,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1471149526229354","2016-09-26","link","mostly true","",2896,9713,331
389658314427637,1541483359245121,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1541483359245121","2016-09-27","link","mostly true","",8,201,29
219367258105115,1287120417996455,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1287120417996455","2016-09-23","link","mostly true","",36,273,143
135665053303678,552567568280089,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/552567568280089","2016-09-21","video","no factual content","",NA,87,0
389658314427637,1533574676702656,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1533574676702656","2016-09-19","link","mixture of true and false","",117,538,24
62317591679,10153852231316680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153852231316680","2016-09-23","link","mostly true","",25,192,34
62317591679,10153858936641680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153858936641680","2016-09-26","link","mostly true","",31,504,215
62317591679,10153840772606680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153840772606680","2016-09-19","link","mostly true","",163,631,246
114517875225866,1471172392893734,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1471172392893734","2016-09-26","link","mostly true","",465,1839,111
219367258105115,1283495701692260,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1283495701692260","2016-09-20","link","mostly true","",14,56,48
62317591679,10153852153391680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153852153391680","2016-09-23","link","mostly true","",375,1659,752
135665053303678,552599668276879,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/552599668276879","2016-09-22","link","mostly true","",4,30,13
440106476051475,1252745751454206,"right","Freedom Daily","https://www.facebook.com/FreedomDailyNews/posts/1252745751454206","2016-09-26","link","no factual content","",6769,11670,283
114517875225866,1463990873611886,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1463990873611886","2016-09-20","link","mostly true","",4781,15389,258
114517875225866,1462468047097502,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1462468047097502","2016-09-19","video","mostly true","",NA,7580,364
219367258105115,1284539884921175,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284539884921175","2016-09-21","link","mostly true","",100,397,269
184096565021911,1036552873109605,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1036552873109605","2016-09-20","link","mostly true","",9,37,12
219367258105115,1281683768540120,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1281683768540120","2016-09-19","link","mostly true","",21,135,57
184096565021911,1036218169809742,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1036218169809742","2016-09-20","video","mostly true","",NA,233,32
62317591679,10153845003471680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153845003471680","2016-09-20","link","mostly true","",8,30,30
62317591679,10153861517486680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153861517486680","2016-09-26","video","mostly true","yes",65,554,189
114517875225866,1472393432771630,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1472393432771630","2016-09-27","photo","mostly true","",3169,7836,346
389658314427637,1534504519943005,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1534504519943005","2016-09-21","link","mixture of true and false","",3100,3549,1165
135665053303678,551473235056189,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/551473235056189","2016-09-19","photo","mostly false","",7577,2989,146
135665053303678,551473158389530,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/551473158389530","2016-09-19","photo","no factual content","",155,819,6
389658314427637,1534333036626820,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1534333036626820","2016-09-20","link","mostly true","",2,34,34
184096565021911,1037288223036070,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037288223036070","2016-09-21","link","mostly true","",11,147,47
62317591679,10153842305311680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153842305311680","2016-09-19","link","mostly true","",40,510,371
146422995398181,1446692758704525,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1446692758704525","2016-09-19","link","mostly true","",1018,4388,122
346937065399354,1253115114781540,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1253115114781540","2016-09-27","photo","no factual content","yes",18294,44186,936
389658314427637,1540620299331427,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1540620299331427","2016-09-26","link","mostly true","",14,221,24
440106476051475,1247476645314450,"right","Freedom Daily","https://www.facebook.com/FreedomDailyNews/posts/1247476645314450","2016-09-20","link","mixture of true and false","",32,138,58
114517875225866,1466120426732264,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1466120426732264","2016-09-22","link","mostly true","",11754,32468,2584
219367258105115,1286769711364859,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286769711364859","2016-09-23","link","mostly true","",62,339,137
219367258105115,1290445077663989,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1290445077663989","2016-09-26","photo","no factual content","",70,153,116
146422995398181,1449944418379359,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1449944418379359","2016-09-22","link","mostly false","",NA,1397,708
184096565021911,1041248449306714,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041248449306714","2016-09-26","link","mostly true","",15,94,54
389658314427637,1533560386704085,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1533560386704085","2016-09-20","link","mostly true","",266,1714,750
62317591679,10153851333666680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153851333666680","2016-09-23","link","mostly true","",27,94,26
389658314427637,1540297709363686,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1540297709363686","2016-09-26","link","mostly false","",799,4648,235
346937065399354,1253266704766381,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1253266704766381","2016-09-27","link","mixture of true and false","yes",10975,20953,525
219367258105115,1283615991680231,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1283615991680231","2016-09-20","link","mostly true","",71,436,433
440106476051475,1248280588567389,"right","Freedom Daily","https://www.facebook.com/FreedomDailyNews/posts/1248280588567389","2016-09-21","link","mostly true","",93,316,165
62317591679,10153851373246680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153851373246680","2016-09-23","link","mostly true","",28,397,113
184096565021911,1037919132972979,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1037919132972979","2016-09-22","link","mostly true","",5,55,24
184096565021911,1035748639856695,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035748639856695","2016-09-19","link","mostly true","",13,101,73
219367258105115,1291273510914479,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1291273510914479","2016-09-27","video","mostly true","yes",65,907,398
219367258105115,1283687831673047,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1283687831673047","2016-09-20","link","mostly true","",16,67,53
135665053303678,553200771550102,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/553200771550102","2016-09-23","link","mostly true","",92,226,43
440106476051475,1248987098496738,"right","Freedom Daily","https://www.facebook.com/FreedomDailyNews/posts/1248987098496738","2016-09-22","link","mixture of true and false","",215,988,67
440106476051475,1249022148493233,"right","Freedom Daily","https://www.facebook.com/FreedomDailyNews/posts/1249022148493233","2016-09-23","link","mostly true","",54,757,41
146422995398181,1451890218184779,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1451890218184779","2016-09-23","link","mostly true","",104,1226,119
184096565021911,1035679109863648,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1035679109863648","2016-09-19","video","no factual content","",NA,24,7
62317591679,10153848686081680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153848686081680","2016-09-22","link","mostly true","",NA,59,22
219367258105115,1284502774924886,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284502774924886","2016-09-21","link","no factual content","",79,608,1255
62317591679,10153861753366680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153861753366680","2016-09-27","link","mostly true","yes",37,489,246
346937065399354,1252508834842168,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1252508834842168","2016-09-26","video","mostly true","",51931,48630,2576
62317591679,10153840829921680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153840829921680","2016-09-19","link","mostly true","",5,48,9
135665053303678,551827691687410,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/551827691687410","2016-09-20","link","no factual content","",4,9,1
389658314427637,1540741412652649,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1540741412652649","2016-09-27","link","mixture of true and false","",244,959,93
184096565021911,1041560069275552,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041560069275552","2016-09-26","video","mostly true","yes",37,62,40
135665053303678,552387401631439,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/552387401631439","2016-09-21","link","mostly true","",46,58,15
389658314427637,1541442682582522,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1541442682582522","2016-09-27","link","mostly true","",49,297,44
346937065399354,1253151444777907,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1253151444777907","2016-09-27","photo","no factual content","yes",261962,217848,11347
135665053303678,553002894903223,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/553002894903223","2016-09-23","photo","no factual content","",165,231,13
114517875225866,1467412629936377,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1467412629936377","2016-09-23","link","mostly true","",2586,5880,435
146422995398181,1450487488325052,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1450487488325052","2016-09-22","link","mixture of true and false","",1281,3973,547
219367258105115,1284598968248600,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284598968248600","2016-09-21","link","mostly true","",187,2369,477
219367258105115,1290462654328898,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1290462654328898","2016-09-26","video","mostly true","",71,351,557
62317591679,10153859930246680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153859930246680","2016-09-26","link","mostly true","",35,288,110
219367258105115,1286397688068728,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286397688068728","2016-09-23","link","mostly true","",57,205,89
135665053303678,554127194790793,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/554127194790793","2016-09-26","link","mostly true","",5,30,2
62317591679,10153840786006680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153840786006680","2016-09-19","link","mostly true","",36,401,96
219367258105115,1284337051608125,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284337051608125","2016-09-21","link","mostly true","",57,326,247
146422995398181,1447689015271566,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1447689015271566","2016-09-19","link","mostly true","",248,894,66
135665053303678,552216071648572,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/552216071648572","2016-09-21","link","mixture of true and false","",362,452,260
62317591679,10153859749961680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153859749961680","2016-09-26","link","mostly true","",65,506,153
184096565021911,1041943452570547,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041943452570547","2016-09-27","link","mostly true","yes",3,66,33
62317591679,10153849865081680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153849865081680","2016-09-22","link","mostly true","",67,637,505
389658314427637,1539358749457582,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1539358749457582","2016-09-26","link","mostly true","",1316,3302,3835
62317591679,10153852762541680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153852762541680","2016-09-23","link","mostly true","",2,47,6
219367258105115,1284530981588732,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1284530981588732","2016-09-21","video","mostly true","",91,430,375
219367258105115,1283702825004881,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1283702825004881","2016-09-20","link","mostly true","",9,50,39
62317591679,10153846817696680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153846817696680","2016-09-21","link","mostly true","",71,798,380
389658314427637,1532642180129239,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1532642180129239","2016-09-19","link","mixture of true and false","",247,1682,292
62317591679,10153842099096680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153842099096680","2016-09-19","link","mostly true","",11,44,32
219367258105115,1285635054811658,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285635054811658","2016-09-22","video","mostly true","",143,1599,1732
184096565021911,1036582596439966,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1036582596439966","2016-09-20","link","mostly true","",45,273,70
146422995398181,1450737838300017,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1450737838300017","2016-09-22","link","mostly true","",569,2151,584
219367258105115,1282017338506763,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1282017338506763","2016-09-19","link","mostly true","",187,1681,548
346937065399354,1249798528446532,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1249798528446532","2016-09-23","link","mostly true","",4714,16365,511
219367258105115,1290121891029641,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1290121891029641","2016-09-26","video","mostly true","",129,561,1288
114517875225866,1463780856966221,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1463780856966221","2016-09-20","link","no factual content","",14073,32698,633
114517875225866,1462776623733311,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1462776623733311","2016-09-19","video","no factual content","",1801,5927,241
146422995398181,1448608135179654,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1448608135179654","2016-09-20","link","mostly true","",237,1943,43
389658314427637,1533423856717738,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1533423856717738","2016-09-19","link","mostly true","",1640,2676,284
62317591679,10153850311746680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153850311746680","2016-09-22","link","mostly true","",154,516,148
219367258105115,1283530558355441,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1283530558355441","2016-09-20","link","no factual content","",2,37,82
135665053303678,552216138315232,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/552216138315232","2016-09-21","link","no factual content","",12,12,2
440106476051475,1248070595255055,"right","Freedom Daily","https://www.facebook.com/FreedomDailyNews/posts/1248070595255055","2016-09-21","link","mostly true","",4058,4494,449
440106476051475,1246209585441156,"right","Freedom Daily","https://www.facebook.com/FreedomDailyNews/posts/1246209585441156","2016-09-19","link","mostly true","",246,2809,73
389658314427637,1541426375917486,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1541426375917486","2016-09-27","link","mostly false","",3330,4918,858
440106476051475,1248260195236095,"right","Freedom Daily","https://www.facebook.com/FreedomDailyNews/posts/1248260195236095","2016-09-21","link","mixture of true and false","",6271,16334,480
346937065399354,1253105088115876,"left","Occupy Democrats","https://www.facebook.com/OccupyDemocrats/posts/1253105088115876","2016-09-26","link","mostly true","",3518,8044,297
135665053303678,551845471685632,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/551845471685632","2016-09-20","link","mostly true","",234,1191,51
146422995398181,1452159774824490,"left","Addicting Info","https://www.facebook.com/AddictingInfoOrg/posts/1452159774824490","2016-09-23","link","mostly true","",321,3326,168
389658314427637,1537255199667937,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1537255199667937","2016-09-23","link","mostly true","",301,991,185
62317591679,10153847279056680,"mainstream","Politico","https://www.facebook.com/politico/posts/10153847279056680","2016-09-21","link","mostly true","",1,14,18
114517875225866,1465108913500082,"left","The Other 98%","https://www.facebook.com/TheOther98/posts/1465108913500082","2016-09-21","photo","mostly false","",21673,19682,329
135665053303678,553000474903465,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/553000474903465","2016-09-23","link","no factual content","",34,40,18
219367258105115,1283366795038484,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1283366795038484","2016-09-20","link","mostly true","",187,596,402
389658314427637,1540794569314000,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1540794569314000","2016-09-27","link","mostly true","",3384,12218,1415
135665053303678,551473965056116,"right","Eagle Rising","https://www.facebook.com/theEagleisRising/posts/551473965056116","2016-09-19","link","mixture of true and false","",29,174,8
219367258105115,1290530250988805,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1290530250988805","2016-09-26","video","mostly true","yes",339,1295,458
184096565021911,1041533232611569,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041533232611569","2016-09-26","photo","mostly true","yes",4,26,28
219367258105115,1285738474801316,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1285738474801316","2016-09-22","link","mostly true","",7,52,65
219367258105115,1283316031710227,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1283316031710227","2016-09-20","link","mostly true","",15,169,100
219367258105115,1283178915057272,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1283178915057272","2016-09-20","link","mostly true","",7,76,62
389658314427637,1534243529969104,"right","Right Wing News","https://www.facebook.com/OfficialRightWingNews/posts/1534243529969104","2016-09-20","link","mostly true","",1113,7157,168
440106476051475,1245659788829469,"right","Freedom Daily","https://www.facebook.com/FreedomDailyNews/posts/1245659788829469","2016-09-19","link","mostly true","",65,185,8
219367258105115,1286469658061531,"mainstream","CNN Politics","https://www.facebook.com/cnnpolitics/posts/1286469658061531","2016-09-23","link","mostly true","",14,197,111
184096565021911,1038834739548085,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1038834739548085","2016-09-23","link","mostly true","",81,748,154
184096565021911,1041316092633283,"mainstream","ABC News Politics","https://www.facebook.com/ABCNewsPolitics/posts/1041316092633283","2016-09-26","video","no factual content","",8,104,29
